driver_id,driver_name,join_date,rating,total_rides,earnings
201,Bhavin Ravel,9/13/2022,4.95,406,3923.88
202,Aayush Kashyap,7/31/2023,3.62,420,3400.64
203,Shaan Kala,12/29/2022,4.32,389,4776.79
204,Vritika Chaudry,10/23/2022,3.79,350,1752.39
205,Jhanvi Randhawa,5/13/2023,4.71,279,2417.12
206,Anaya Gola,3/24/2023,4.9,110,2282.96
207,Hiran Edwin,8/21/2022,3.15,324,1317.79
208,Indrajit Shere,12/29/2022,3.92,421,2202.1
209,Jayesh Gopal,2/18/2023,4.85,195,1552.42
210,Aayush Bains,12/18/2022,3.52,127,4916.84
211,Gatik Gera,9/22/2022,3.54,309,4588.28
212,Shalv Raman,9/27/2022,3.87,327,4700.02
213,Inaaya  Agrawal,4/11/2023,4.91,68,3176.08
214,Kashvi Srinivasan,12/9/2022,4.7,492,666.62
215,Vaibhav Singhal,9/10/2022,4.33,495,1500.82
216,Vanya Gaba,7/17/2023,4.05,324,1731.93
217,Nirvi Cheema,2/28/2023,4.39,194,529.26
218,Azad Hari,8/11/2022,4.85,87,4895.01
219,Elakshi Bawa,2/18/2023,4.37,340,2200.8
220,Kabir Sachar,10/18/2022,4.01,256,629.21
221,Advik Kala,10/12/2022,3.38,324,1087.71
222,Anvi Basu,10/2/2022,4.1,441,4432.51
223,Aniruddh Dada,5/5/2023,3.16,205,3285.74
224,Sana Kamdar,8/21/2022,3.72,264,1275.18
225,Eva Ghosh,8/23/2022,4.4,164,688.98
226,Shanaya Kala,8/24/2022,4.29,436,4222.43
227,Jiya Raval,1/6/2023,4.09,251,1804.05
228,Aradhya Brahmbhatt,3/8/2023,4.8,302,3397.64
229,Ishita Bassi,5/20/2023,4.31,292,2300.27
230,Ayesha Jha,11/23/2022,3.53,219,2614.32
231,Fateh Mand,1/3/2023,3.15,284,2627.78
232,Nehmat Karnik,7/3/2023,4.09,81,4484.79
233,Dishani Jayaraman,11/30/2022,4.67,403,4329.39
234,Tushar Talwar,11/15/2022,4.13,152,1989.39
235,Farhan Mani,11/18/2022,3.95,489,4553.82
236,Anahi Lata,2/26/2023,4.4,499,4797.79
237,Hiran Yohannan,4/4/2023,4.06,296,4327.27
238,Darshit Rege,4/6/2023,3.39,187,3283.34
239,Veer Bhakta,4/29/2023,3.18,151,1776.59
240,Yasmin Sawhney,1/4/2023,4.82,483,1756.11
241,Abram Kant,1/18/2023,3.58,352,3823.66
242,Zoya Choudhary,1/13/2023,3.34,186,3368.34
243,Trisha Bali,12/11/2022,3.42,377,801.82
244,Aarav Chand,6/24/2023,3.58,62,2203.2
245,Urvi Venkataraman,8/10/2022,3.62,326,2477.4
246,Baiju Wali,7/23/2023,3.42,224,4393.67
247,Ranbir Acharya,6/10/2023,3.39,383,1629.45
248,Samarth Dhillon,9/29/2022,4.88,215,3543.45
249,Nitara Saran,5/24/2023,3.76,321,1882.22
250,Mahika D’Alia,1/27/2023,3.42,425,3304.47
251,Shlok Rajagopalan,11/17/2022,4.5,189,1605.79
252,Pranay Ratta,10/18/2022,3.48,159,3028.35
253,Pihu Biswas,12/31/2022,3.12,375,4657.73
254,Mishti Bala,6/2/2023,4.63,375,2962.79
255,Dhruv Din,1/1/2023,3.21,405,4375.08
256,Rania Chandran,12/7/2022,3.61,325,2038.04
257,Jayant Verma,6/18/2023,3.64,343,4440.31
258,Anika Kala,12/4/2022,4.83,426,4853.14
259,Diya Kurian,1/15/2023,5,108,4718.43
260,Ahana  Ganesan,7/7/2023,4.33,55,4670.87
261,Vivaan Mani,10/20/2022,3.39,209,1014.79
262,Alisha Gole,8/30/2022,3.52,293,721.09
263,Hunar Setty,6/2/2023,3.26,290,3152.9
264,Bhamini Gera,9/26/2022,3.83,437,4731.91
265,Shlok Banik,8/22/2022,3.75,367,3180.03
266,Divij Chopra,3/9/2023,4.32,443,2256.9
267,Shayak Saran,4/13/2023,3.77,263,2222.32
268,Siya Bakshi,6/2/2023,3.85,313,2531.43
269,Kiaan Mammen,7/20/2023,3.15,232,2703.41
270,Seher Khurana,12/28/2022,4.6,83,3618.99
271,Priyansh Dhar,1/16/2023,4.7,372,1577.97
272,Miraya Kari,9/9/2022,4.94,246,4203.7
273,Hridaan Wali,4/11/2023,4.02,60,2471.14
274,Mamooty Sandhu,5/6/2023,4.12,238,3463.66
275,Nirvaan Thaker,2/13/2023,4.3,130,3140.69
276,Aradhya Bhargava,1/21/2023,4.44,70,4357.78
277,Adah Sarkar,9/25/2022,4.89,130,3257.92
278,Myra Vohra,5/22/2023,4.54,301,1436
279,Shray Virk,2/23/2023,4.33,313,2945.05
280,Navya Amble,12/15/2022,3.47,180,2052.84
281,Yasmin Sibal,5/20/2023,4.06,140,4244.2
282,Advika Khurana,8/22/2022,3.72,234,4679.51
283,Kartik Gupta,4/26/2023,4.23,419,4917.3
284,Shanaya Dara,2/22/2023,4.5,435,2283.55
285,Ryan Bansal,7/1/2023,4.53,387,773.48
286,Kavya Wason,3/16/2023,3.26,472,1932.89
287,Jiya Guha,8/29/2022,3.88,91,672.88
288,Divit Bava,7/11/2023,4.88,373,1792.24
289,Seher Rattan,2/26/2023,4.51,107,4697.36
290,Myra Gala,9/19/2022,3.48,344,1050.08
291,Kabir Wali,3/18/2023,3.92,61,692.75
292,Azad Kade,8/11/2022,3.6,84,2018.88
293,Dhanush Sheth,7/23/2023,4.72,166,1255.24
294,Kanav Dua,11/14/2022,3.64,137,3443.14
295,Adira Setty,12/4/2022,3.69,286,4332.43
296,Ayesha Sama,7/26/2023,4.39,245,4898.45
297,Umang Bhalla,4/3/2023,4.6,302,1779.28
298,Raunak Datta,3/7/2023,3.85,240,774.93
299,Myra Wason,8/21/2022,4.89,474,2347.21
300,Samar Grewal,10/13/2022,3.3,309,2764.28
301,Parinaaz Kibe,1/2/2023,3.82,238,4805.05
302,Oorja Chowdhury,7/7/2023,3.45,98,1174.28
303,Ela Issac,3/18/2023,3.97,498,2571.97
304,Rasha Dubey,3/15/2023,4.43,265,3366.34
305,Shanaya Karnik,7/1/2023,3.07,429,4003.99
306,Urvi Sharma,7/28/2023,4.86,52,3904.61
307,Mamooty Kar,1/7/2023,3.47,236,1657.45
308,Manjari Taneja,2/9/2023,4.92,414,3616.14
309,Gokul Dyal,7/24/2023,3.69,170,956.61
310,Seher Wali,2/19/2023,4.94,267,685.95
311,Kashvi Buch,4/21/2023,3.38,146,3865.51
312,Kaira Sachar,10/9/2022,4.35,101,1284.49
313,Himmat Sridhar,7/30/2023,3.01,156,2190.75
314,Amira Subramaniam,5/26/2023,4.84,367,3992.88
315,Riaan Chaudhry,3/27/2023,4.9,420,2122.42
316,Mehul Varghese,5/6/2023,4.83,455,4960.23
317,Ela Dube,9/17/2022,4.83,153,1456.32
318,Ranbir Chaudhry,5/24/2023,4.5,287,656.03
319,Shanaya Brahmbhatt,7/11/2023,4.31,67,4580.23
320,Diya Srivastava,7/18/2023,4.31,457,3854.22
321,Bhavin Mangal,8/22/2022,3.38,65,3021.77
322,Prisha Vala,7/4/2023,3.43,435,799.7
323,Pihu Dey,7/28/2023,3.41,156,2817.92
324,Anaya Mani,12/25/2022,4.36,150,4290.95
325,Piya Majumdar,2/22/2023,4.94,389,3498.15
326,Mohanlal Sunder,4/6/2023,3.13,87,1284.95
327,Rania Trivedi,7/15/2023,4,359,1806.91
328,Jivika Sahni,11/25/2022,3.37,483,1561.43
329,Kaira Sarin,9/28/2022,4.43,83,3936.59
330,Ritvik Bassi,3/24/2023,3.32,481,1586.56
331,Purab Sinha,11/23/2022,4.24,117,4733.73
332,Prisha Singhal,5/8/2023,3.59,386,4561.02
333,Stuvan Bhardwaj,6/28/2023,3,109,2017.57
334,Mahika Gera,12/30/2022,4.09,299,4590.25
335,Nirvi Dubey,10/30/2022,4.3,230,1143.76
336,Trisha Deol,1/24/2023,4.8,385,719.81
337,Neelofar Bajwa,9/6/2022,3.25,214,2868.75
338,Ehsaan Warrior,11/18/2022,3.17,391,3784.21
339,Hridaan Srinivas,6/29/2023,4.71,71,4938.17
340,Jayan Buch,4/5/2023,4.14,380,702.69
341,Aaina Wason,2/17/2023,3.34,488,3662.08
342,Tushar Cheema,12/1/2022,3.86,267,1015.99
343,Badal Dube,11/22/2022,3.15,281,3081.16
344,Kiaan Karnik,10/11/2022,3.26,288,2470.43
345,Akarsh Upadhyay,9/8/2022,4.6,161,892.05
346,Zara Jayaraman,11/7/2022,4.97,203,2241.06
347,Yakshit Verma,6/3/2023,3.93,165,4238.28
348,Shaan Barad,6/1/2023,4.43,341,4951.71
349,Mahika Sur,6/13/2023,3.89,104,1660.94
350,Purab Rajagopal,11/26/2022,3.84,390,3901.86
351,Shlok Chada,3/8/2023,3.66,157,3036.27
352,Advika Chhabra,5/25/2023,3.52,390,4287.97
353,Ehsaan Mahajan,12/27/2022,3.13,341,4170.28
354,Ranbir Balakrishnan,12/7/2022,4.01,230,3171.82
355,Vedika Krishna,8/23/2022,4.33,61,2019.01
356,Vardaniya Dayal,10/18/2022,3.33,301,3805.66
357,Zaina Chakrabarti,2/10/2023,3.06,208,834.84
358,Devansh Swamy,1/25/2023,3.83,310,3791.69
359,Alisha Dubey,12/1/2022,3.31,430,800.15
360,Jhanvi Kata,6/8/2023,4.87,155,4450.09
361,Emir Tailor,9/20/2022,4.81,350,2386.24
362,Ishita De,1/10/2023,3.75,211,1868.38
363,Ishita Swaminathan,7/10/2023,3.59,256,840.77
364,Divit Halder,6/4/2023,3.31,407,3428.51
365,Faiyaz Bath,2/13/2023,4.57,111,2149.58
366,Kabir Chaudhary,2/23/2023,4.32,178,2471.56
367,Saira Chandra,6/29/2023,4.82,237,3378.05
368,Vardaniya Tailor,9/11/2022,4.14,57,4797.94
369,Ayesha Kapur,5/15/2023,4.46,183,3278.15
370,Indrans Kanda,10/28/2022,3.53,210,3148.87
371,Ayesha Johal,6/27/2023,4.95,125,4571.57
372,Aarav Bedi,6/7/2023,3.74,311,1743.43
373,Mehul Ahluwalia,12/1/2022,4.11,401,2297.25
374,Vidur Varkey,3/12/2023,3.96,325,4401.69
375,Inaaya  Mannan,7/7/2023,3.62,491,1467.53
376,Hrishita Aggarwal,5/1/2023,3.82,251,4489.29
377,Kaira Soni,10/11/2022,4.73,483,2667.2
378,Jayan Tata,9/4/2022,3.52,412,673.03
379,Anvi Bali,5/11/2023,3.75,402,4128.86
380,Saksham Buch,10/23/2022,3.97,80,1191.42
381,Indrans Rege,5/30/2023,4.39,107,1448.56
382,Mannat Badal,9/29/2022,3.84,195,1426.8
383,Biju Sandal,10/28/2022,4.14,452,851.18
384,Arnav Rajan,5/13/2023,4.63,293,3173.86
385,Stuvan Sharaf,11/21/2022,4.62,169,3727.4
386,Rohan Kashyap,1/23/2023,3,206,3322.93
387,Eva Kamdar,8/3/2023,4.06,224,1094.26
388,Umang Tara,10/27/2022,3.7,231,2105.89
389,Kismat Desai,12/9/2022,3.96,498,4785.78
390,Reyansh Guha,11/23/2022,3.14,251,1849.65
391,Zoya Som,8/16/2022,3.39,390,1145.48
392,Urvi Edwin,6/22/2023,4.85,65,3234.08
393,Yuvaan Ghose,10/22/2022,3.33,319,1490.59
394,Ela Sridhar,6/6/2023,4.71,348,3572.34
395,Damini Wali,11/17/2022,3.41,174,1337.22
396,Lavanya Dube,9/21/2022,3.07,196,2833.55
397,Amani Krishnan,2/12/2023,4.32,453,1904.86
398,Anaya Ganguly,12/23/2022,4.75,356,1245.2
399,Manjari Bal,7/17/2023,4.11,141,843.89
400,Kartik Goswami,5/20/2023,3.97,399,3148.48
401,Veer Dar,2/3/2023,4.84,335,2111.74
402,Alisha Ghose,8/6/2023,4.46,60,2918.68
403,Nirvaan Butala,10/21/2022,4.47,147,1790.94
404,Indrajit Ghose,5/18/2023,4.68,102,1793.05
405,Heer Varty,6/6/2023,4.17,424,3255.17
406,Eshani Dasgupta,8/18/2022,3.69,415,1684.07
407,Anvi Saxena,11/19/2022,4.98,103,3372.68
408,Rohan Shenoy,5/15/2023,3.2,122,2105.77
409,Diya Goswami,2/1/2023,3.1,388,4617.8
410,Shaan Buch,10/7/2022,4.58,312,2782.93
411,Krish Tandon,6/30/2023,4.95,479,4046.26
412,Divyansh Kale,1/2/2023,4.75,121,1857.51
413,Aniruddh Suri,8/20/2022,3.53,410,4624.22
414,Indrans Dugar,12/13/2022,4.7,444,3191.24
415,Nirvi Kala,8/17/2022,3.68,169,1994.12
416,Miraan Sarna,2/9/2023,3.02,254,3152.12
417,Tiya Ramaswamy,5/18/2023,4.65,282,661.71
418,Shaan Salvi,8/7/2023,4.83,443,4335.7
419,Raghav Sura,8/23/2022,4.39,165,4535.42
420,Zara Rajagopal,5/17/2023,3.36,336,2449.78
421,Aarush Gupta,11/26/2022,3.96,367,1831.02
422,Ivana Khurana,10/6/2022,4.55,262,2354.27
423,Rohan Karpe,5/26/2023,3.39,409,4666.18
424,Taran Madan,6/26/2023,4.12,500,1325.64
425,Saanvi Shah,10/17/2022,3,341,4759.55
426,Stuvan Vora,12/7/2022,4.61,270,1579.55
427,Ayesha Sahota,9/3/2022,4.12,386,1379.12
428,Farhan Balay,3/7/2023,3.23,495,1785.63
429,Suhana Boase,3/8/2023,4.83,170,1569.72
430,Shray Atwal,11/2/2022,4.68,91,906.58
431,Saira Hari,2/7/2023,4.37,199,3764.9
432,Pihu Sampath,3/20/2023,3.26,134,2418.99
433,Jayant Virk,10/25/2022,4.8,257,2642.44
434,Anahita Kalla,5/4/2023,4.6,498,2377.47
435,Pari Mallick,12/25/2022,3.43,105,3268.99
436,Suhana Behl,3/12/2023,3.19,248,2848.47
437,Nirvaan Bhatti,5/31/2023,4.69,380,1825.95
438,Mohanlal Lanka,7/12/2023,4.29,64,4043.73
439,Miraan Hora,4/6/2023,4.65,233,841.2
440,Aayush Srinivasan,9/9/2022,4.77,87,711.17
441,Farhan Batta,3/23/2023,3.7,400,557.18
442,Indrajit Varkey,3/27/2023,4.42,498,3342.07
443,Kismat Sawhney,9/20/2022,4.14,440,775.18
444,Priyansh Suresh,12/23/2022,4.77,188,2196.64
445,Manikya Deep,3/28/2023,4.13,279,1336.54
446,Nehmat Chahal,8/11/2022,4.14,433,4570.18
447,Ela Korpal,2/18/2023,3.51,339,3281.71
448,Vaibhav Sodhi,3/7/2023,3.95,350,2731.12
449,Keya Vohra,7/21/2023,3.38,446,1313.37
450,Ayesha Anand,2/24/2023,4.45,95,1846.17
451,Amira Bhardwaj,1/3/2023,3.68,79,4285.89
452,Raghav Choudhary,9/15/2022,3.36,63,2928.14
453,Tarini Chaudhuri,8/20/2022,4.84,271,712.6
454,Hiran Rege,9/27/2022,4.15,178,4654.52
455,Tushar Bhatti,3/7/2023,4.92,439,4633
456,Lakshit Anne,7/3/2023,4.85,181,3723.09
457,Nirvi Boase,7/3/2023,3.33,480,4598
458,Indrajit Bhatti,6/6/2023,3.31,412,1295.73
459,Kiaan Grover,3/6/2023,3.19,177,902.08
460,Shalv Raj,9/25/2022,3.57,183,2497.55
461,Amani Sur,5/14/2023,4.06,457,3449.27
462,Kanav Dhar,5/31/2023,4.28,270,768.48
463,Mahika Kapoor,12/14/2022,3.96,99,1004.66
464,Umang Kumar,7/20/2023,4.59,231,3409.21
465,Umang Contractor,9/30/2022,3.89,276,3212.53
466,Kiara Yohannan,11/27/2022,3.11,151,1300.87
467,Amani Khare,12/25/2022,3.05,498,1006.48
468,Ayesha Suresh,5/19/2023,4.36,333,4509.57
469,Adira Srivastava,1/20/2023,3.75,125,4453.54
470,Kimaya Cheema,2/12/2023,4.61,454,4770.57
471,Yasmin Butala,3/10/2023,3.12,323,4581.91
472,Pranay Batta,7/11/2023,4.64,307,2344.29
473,Vivaan Kota,9/27/2022,3.28,318,1712.21
474,Divit Rau,12/7/2022,3.05,233,1435.01
475,Tushar Chaudhry,10/21/2022,4.5,411,4733.06
476,Aarush Sankaran,2/13/2023,4.2,97,1483.44
477,Dharmajan Kala,11/19/2022,4.83,390,4981.45
478,Aarush Kala,12/11/2022,4.74,385,3183.85
479,Parinaaz Garg,8/25/2022,3.4,182,670.98
480,Mohanlal Sankar,10/30/2022,3.49,300,3550.52
481,Prerak Karpe,9/8/2022,4,446,3991.35
482,Bhavin Seth,4/30/2023,4.96,374,1654.18
483,Nakul Ganesan,8/12/2022,4.75,468,1291.99
484,Romil Dugar,11/14/2022,4.67,475,1285.02
485,Indranil Rastogi,10/6/2022,3.08,212,3644.9
486,Ryan Singhal,6/28/2023,4.14,361,4583.07
487,Dhruv Borde,2/20/2023,3.61,404,912.37
488,Heer Mall,11/14/2022,3.18,477,1998.9
489,Seher Gola,11/7/2022,4.17,126,3057.55
490,Himmat Rajagopal,2/28/2023,4.52,213,4592.65
491,Shaan Bava,11/3/2022,4.82,498,2601.69
492,Elakshi Sarraf,10/31/2022,3.25,344,4930.69
493,Rhea Arora,12/1/2022,4.85,373,1883.41
494,Taimur Sengupta,8/23/2022,4.37,250,1108.97
495,Rania Ramachandran,5/10/2023,3.98,110,982.63
496,Shlok Mandal,10/26/2022,4.73,337,3981.07
497,Riya Chaudhry,10/12/2022,3.47,299,2988.54
498,Yasmin Majumdar,7/11/2023,3.3,288,3603.11
499,Yuvraj  Ram,12/28/2022,3.9,256,4229.77
500,Rasha Dutta,12/19/2022,3.84,359,4127.34
501,Saksham Contractor,2/19/2023,3.82,188,4604.27
502,Hunar Zacharia,1/26/2023,4.27,209,1590.34
503,Advika Deshpande,8/1/2023,3.26,259,1305.17
504,Kaira Cherian,9/15/2022,3.02,178,4163.6
505,Neelofar Shankar,2/22/2023,4.91,309,526.63
506,Samarth Loke,4/6/2023,4.64,361,1105.8
507,Anahita Wable,5/3/2023,4.3,449,4653.76
508,Kashvi Warrior,5/21/2023,4.96,379,2262.1
509,Lagan Ben,4/24/2023,4.51,94,2662.64
510,Pari Bhagat,12/6/2022,3.87,204,1019.25
511,Advika Kannan,4/11/2023,4.95,441,4181.28
512,Indrajit Varma,3/3/2023,3.36,157,2035.34
513,Heer Bir,4/18/2023,3.89,290,880.04
514,Uthkarsh Cherian,9/1/2022,3.87,322,3952.6
515,Stuvan Saran,12/14/2022,4.04,99,1236.32
516,Anvi Ravel,4/30/2023,4.43,62,4465.88
517,Mannat Shukla,10/12/2022,3.32,127,4303.82
518,Chirag Mandal,9/26/2022,4.09,159,3297.78
519,Renee Chaudry,9/23/2022,4.71,411,2380.6
520,Rati Sahni,12/18/2022,4.15,152,4473.04
521,Vaibhav Soman,12/25/2022,4,153,578.87
522,Sara Sharma,3/9/2023,3.87,459,3490.93
523,Shamik Varughese,8/3/2023,3.41,386,2859.47
524,Nirvaan Balay,9/9/2022,3.73,52,569.42
525,Uthkarsh De,7/26/2023,4.33,314,2675.99
526,Kiara Comar,6/5/2023,4.8,428,4312.53
527,Rasha Shankar,4/18/2023,3.63,236,2438.65
528,Ela Anne,8/26/2022,4.22,409,4922.68
529,Jiya Sangha,4/29/2023,3.32,355,1109.02
530,Sana Sura,11/5/2022,4.42,54,4160.71
531,Indrans Baria,8/16/2022,3.88,399,2486.33
532,Nirvi Sarna,9/30/2022,4.51,358,1812.72
533,Arhaan Kumer,8/18/2022,4.78,447,3946.37
534,Shalv Dutt,4/4/2023,3.65,66,2427.62
535,Gatik Ravel,11/28/2022,3.27,63,3409.18
536,Tarini Char,9/28/2022,4.96,246,3508.68
537,Alisha Gopal,12/17/2022,3.69,178,2379.87
538,Vedika Dhar,1/24/2023,3.67,250,1801.29
539,Aradhya Kapoor,5/21/2023,4.04,233,2248.12
540,Sana Sodhi,6/25/2023,3.77,252,4748.89
541,Amira Shere,12/2/2022,4.06,209,1299.48
542,Hrishita Khatri,9/9/2022,3.16,280,4073.3
543,Keya Saini,10/3/2022,3.36,306,4742.87
544,Veer Sharma,7/28/2023,4.41,134,3350.12
545,Hunar Vora,9/24/2022,4.54,358,1748.65
546,Sara Chaudhry,10/7/2022,4.91,304,3583.09
547,Siya Chandran,9/26/2022,3.48,377,899.05
548,Aaryahi Venkatesh,10/11/2022,3.37,137,2497.98
549,Vihaan Dar,2/16/2023,4.69,205,1321.44
550,Elakshi Devi,4/7/2023,4.35,111,4383.82
551,Vidur Dalal,12/22/2022,4.89,365,4846.42
552,Nishith Kala,11/23/2022,4.21,360,1880.86
553,Krish Lad,2/2/2023,4.95,206,4889.93
554,Adira Keer,12/3/2022,3.26,473,3274.49
555,Priyansh Bora,7/2/2023,3.2,310,2831.26
556,Ira Gara,7/30/2023,3.91,160,3383.72
557,Renee Singh,9/9/2022,4.44,431,2568.57
558,Yakshit Savant,11/7/2022,4.35,195,1377.87
559,Sahil Luthra,8/28/2022,4.66,98,4023.6
560,Samar Badal,8/30/2022,4.78,213,3084.94
561,Parinaaz Rama,4/20/2023,3.95,134,614.8
562,Drishya Dugar,7/17/2023,4.87,370,4569.31
563,Dharmajan Tara,8/5/2023,4.46,225,2990.48
564,Arhaan Sane,7/13/2023,3.7,103,2870.91
565,Heer Bhatnagar,7/27/2023,3.06,254,1129.37
566,Divit Dayal,1/15/2023,4.21,367,1633.35
567,Chirag Luthra,12/30/2022,4.4,179,3710.88
568,Pari Chaudhary,2/27/2023,4.84,353,3808.1
569,Aayush Sur,10/26/2022,4.3,200,1546.96
570,Yuvaan Shukla,10/5/2022,3.18,98,1750.93
571,Alisha Khatri,10/20/2022,3.37,383,2914.43
572,Amira Raju,2/26/2023,4.19,349,2386.34
573,Misha Vala,2/10/2023,4.17,334,4548.62
574,Yashvi Kapadia,9/19/2022,3.33,411,2420.18
575,Advik Khanna,5/20/2023,4.21,189,2710.74
576,Darshit Majumdar,3/2/2023,4.83,282,4974.01
577,Onkar Saini,6/11/2023,3.36,329,2382.26
578,Amira Rau,9/27/2022,3.13,458,4196.23
579,Jayant Dasgupta,6/26/2023,3.63,70,4412.22
580,Jivin Suri,7/2/2023,4.92,419,2864.99
581,Dhanush Raju,10/29/2022,4.2,66,1554
582,Vritika Bail,4/15/2023,4.11,440,3968.93
